OBJECTID,TRACTCE10,POP,LATPOP_D,WHIPOP_D,BLAPOP_D,AMIPOP_D,ASIPOP_D,HPIPOP_D,OTHPOP_D,MMRPOP_D,VAP,LATVAP_D,WHIVAP_D,BLAVAP_D,AMIVAP_D,ASIVAP_D,HPIVAP_D,OTHVAP_D,MMRVAP_D,H0010001,H0010002,H0010003,TOOLTIP,NLA_URL
485,199110,2710,2386,116,33,8,158,1,2,6,1972,1696,102,27,7,136,0,0,4,766,697,69,Tract: 1991.10\nTotal Population: 2710,navigatela/reports/census_tracts_2010.cfm?PK=199110
486,199120,4086,2964,100,45,17,944,1,9,6,2907,1968,83,36,11,799,1,5,4,1094,1010,84,Tract: 1991.20\nTotal Population: 4086,navigatela/reports/census_tracts_2010.cfm?PK=199120
487,199201,4089,2796,103,38,5,1126,1,12,8,2927,1910,83,30,5,883,1,11,4,1183,1123,60,Tract: 1992.01\nTotal Population: 4089,navigatela/reports/census_tracts_2010.cfm?PK=199201
488,199202,3031,2401,232,64,2,305,5,4,18,2206,1695,213,46,2,231,5,2,12,905,833,72,Tract: 1992.02\nTotal Population: 3031,navigatela/reports/census_tracts_2010.cfm?PK=199202
489,199300,3848,2584,659,122,23,427,3,17,13,2981,1892,598,96,15,358,2,11,9,1310,1216,94,Tract: 1993.00\nTotal Population: 3848,navigatela/reports/census_tracts_2010.cfm?PK=199300
490,199400,4668,3570,182,32,7,857,2,4,14,3394,2480,163,26,4,706,2,4,9,1348,1293,55,Tract: 1994.00\nTotal Population: 4668,navigatela/reports/census_tracts_2010.cfm?PK=199400
491,199700,3411,2368,375,31,10,617,1,5,4,2598,1696,359,29,8,498,1,4,3,1133,1078,55,Tract: 1997.00\nTotal Population: 3411,navigatela/reports/census_tracts_2010.cfm?PK=199700
492,199800,5631,3479,85,14,11,2030,0,6,6,4113,2434,64,11,8,1587,0,4,5,1544,1496,48,Tract: 1998.00\nTotal Population: 5631,navigatela/reports/census_tracts_2010.cfm?PK=199800
493,199900,2683,2128,34,26,0,476,5,6,8,1927,1461,31,25,0,399,2,2,7,813,771,42,Tract: 1999.00\nTotal Population: 2683,navigatela/reports/census_tracts_2010.cfm?PK=199900
494,201110,2574,2092,183,34,7,250,0,6,2,1926,1506,168,29,5,213,0,3,2,775,722,53,Tract: 2011.10\nTotal Population: 2574,navigatela/reports/census_tracts_2010.cfm?PK=201110
495,201120,4097,3364,226,87,7,397,3,6,7,3004,2369,210,69,7,335,3,6,5,1310,1223,87,Tract: 2011.20\nTotal Population: 4097,navigatela/reports/census_tracts_2010.cfm?PK=201120
496,201200,2519,2249,75,12,3,176,1,3,0,1812,1572,70,10,3,154,1,2,0,728,694,34,Tract: 2012.00\nTotal Population: 2519,navigatela/reports/census_tracts_2010.cfm?PK=201200
497,201301,3442,2746,176,68,13,422,0,8,9,2522,1961,153,46,9,341,0,7,5,1051,1002,49,Tract: 2013.01\nTotal Population: 3442,navigatela/reports/census_tracts_2010.cfm?PK=201301
498,201302,3732,930,971,275,9,1509,3,11,24,3263,731,905,244,6,1353,3,6,15,1901,1818,83,Tract: 2013.02\nTotal Population: 3732,navigatela/reports/census_tracts_2010.cfm?PK=201302
499,201401,4803,3944,173,149,6,512,0,11,8,3358,2656,145,85,3,456,0,7,6,1356,1280,76,Tract: 2014.01\nTotal Population: 4803,navigatela/reports/census_tracts_2010.cfm?PK=201401
500,201402,4311,3303,160,22,17,801,2,3,3,3354,2456,141,18,13,720,2,2,2,1385,1335,50,Tract: 2014.02\nTotal Population: 4311,navigatela/reports/census_tracts_2010.cfm?PK=201402
501,201501,5306,4530,214,42,15,486,0,14,5,3822,3181,191,29,8,401,0,10,2,1576,1496,80,Tract: 2015.01\nTotal Population: 5306,navigatela/reports/census_tracts_2010.cfm?PK=201501
502,201503,3323,3050,87,13,1,163,1,3,5,2271,2042,66,7,1,147,1,3,4,941,904,37,Tract: 2015.03\nTotal Population: 3323,navigatela/reports/census_tracts_2010.cfm?PK=201503
503,201504,2428,2136,80,22,13,173,0,1,3,1692,1458,68,21,8,134,0,0,3,640,595,45,Tract: 2015.04\nTotal Population: 2428,navigatela/reports/census_tracts_2010.cfm?PK=201504
504,201601,2288,1839,102,35,7,300,0,4,1,1732,1330,92,30,6,269,0,4,1,681,642,39,Tract: 2016.01\nTotal Population: 2288,navigatela/reports/census_tracts_2010.cfm?PK=201601
505,201602,2840,2388,127,16,1,300,3,3,2,2101,1716,111,15,1,254,3,1,0,831,772,59,Tract: 2016.02\nTotal Population: 2840,navigatela/reports/census_tracts_2010.cfm?PK=201602
506,201700,5093,3318,402,354,22,931,7,14,45,4080,2445,368,337,19,857,5,12,37,1438,1362,76,Tract: 2017.00\nTotal Population: 5093,navigatela/reports/census_tracts_2010.cfm?PK=201700
507,203100,4839,4636,47,55,14,78,0,8,1,3044,2910,36,23,10,59,0,5,1,1212,1165,47,Tract: 2031.00\nTotal Population: 4839,navigatela/reports/census_tracts_2010.cfm?PK=203100
508,203200,4844,4699,54,18,4,45,1,21,2,3269,3149,45,12,4,43,1,13,2,1279,1216,63,Tract: 2032.00\nTotal Population: 4844,navigatela/reports/census_tracts_2010.cfm?PK=203200
509,203300,2607,1794,231,287,3,280,0,12,0,1707,1134,199,105,3,259,0,7,0,479,438,41,Tract: 2033.00\nTotal Population: 2607,navigatela/reports/census_tracts_2010.cfm?PK=203300
510,203500,3064,2608,74,26,6,333,0,10,7,2199,1824,63,23,5,273,0,7,4,1013,922,91,Tract: 2035.00\nTotal Population: 3064,navigatela/reports/census_tracts_2010.cfm?PK=203500
511,203600,5394,5255,66,10,10,38,0,15,0,3659,3545,50,9,9,34,0,12,0,1439,1374,65,Tract: 2036.00\nTotal Population: 5394,navigatela/reports/census_tracts_2010.cfm?PK=203600
512,203710,3259,3169,25,23,5,28,0,8,1,2232,2170,17,12,5,26,0,1,1,841,800,41,Tract: 2037.10\nTotal Population: 3259,navigatela/reports/census_tracts_2010.cfm?PK=203710
513,203720,4001,3867,42,27,0,49,0,11,5,2697,2603,28,12,0,44,0,7,3,1060,1004,56,Tract: 2037.20\nTotal Population: 4001,navigatela/reports/census_tracts_2010.cfm?PK=203720
514,203800,4589,4433,72,26,8,36,0,13,1,3146,3026,48,22,7,36,0,6,1,1163,1090,73,Tract: 2038.00\nTotal Population: 4589,navigatela/reports/census_tracts_2010.cfm?PK=203800
515,203900,2944,2865,35,13,4,21,0,4,2,2118,2048,34,7,2,21,0,4,2,729,685,44,Tract: 2039.00\nTotal Population: 2944,navigatela/reports/census_tracts_2010.cfm?PK=203900
516,204110,3078,2998,20,11,3,42,1,3,0,2183,2116,16,10,1,37,1,2,0,842,803,39,Tract: 2041.10\nTotal Population: 3078,navigatela/reports/census_tracts_2010.cfm?PK=204110
517,204120,2650,2589,25,2,4,26,1,3,0,1825,1778,16,2,2,25,1,1,0,702,666,36,Tract: 2041.20\nTotal Population: 2650,navigatela/reports/census_tracts_2010.cfm?PK=204120
518,204200,3303,3106,49,16,1,114,2,13,2,2266,2088,38,16,1,108,1,12,2,962,914,48,Tract: 2042.00\nTotal Population: 3303,navigatela/reports/census_tracts_2010.cfm?PK=204200
519,204300,4787,4543,76,12,9,136,0,10,1,3411,3184,74,8,5,130,0,9,1,1332,1268,64,Tract: 2043.00\nTotal Population: 4787,navigatela/reports/census_tracts_2010.cfm?PK=204300
520,204410,2363,2212,43,4,7,85,0,10,2,1611,1498,36,4,3,66,0,3,1,657,605,52,Tract: 2044.10\nTotal Population: 2363,navigatela/reports/census_tracts_2010.cfm?PK=204410
521,204420,3138,2953,69,69,4,39,1,0,3,2118,1972,54,50,3,35,1,0,3,971,908,63,Tract: 2044.20\nTotal Population: 3138,navigatela/reports/census_tracts_2010.cfm?PK=204420
522,204600,4101,3949,74,17,8,46,0,6,1,2879,2773,37,16,5,44,0,3,1,1093,1040,53,Tract: 2046.00\nTotal Population: 4101,navigatela/reports/census_tracts_2010.cfm?PK=204600
523,204700,4972,4832,73,9,1,46,2,9,0,3461,3355,52,9,1,42,1,1,0,1266,1210,56,Tract: 2047.00\nTotal Population: 4972,navigatela/reports/census_tracts_2010.cfm?PK=204700
524,204810,4478,4369,59,3,5,22,2,16,2,3123,3036,47,3,5,22,2,7,1,1119,1069,50,Tract: 2048.10\nTotal Population: 4478,navigatela/reports/census_tracts_2010.cfm?PK=204810
525,204820,2274,2226,19,0,7,20,0,2,0,1599,1559,18,0,4,16,0,2,0,549,524,25,Tract: 2048.20\nTotal Population: 2274,navigatela/reports/census_tracts_2010.cfm?PK=204820
526,204910,3105,2999,48,10,10,12,13,8,5,2097,2013,42,6,9,11,9,6,1,772,744,28,Tract: 2049.10\nTotal Population: 3105,navigatela/reports/census_tracts_2010.cfm?PK=204910
527,204920,2598,2549,32,5,3,5,0,4,0,1859,1819,27,3,2,5,0,3,0,641,618,23,Tract: 2049.20\nTotal Population: 2598,navigatela/reports/census_tracts_2010.cfm?PK=204920
528,205110,3766,3708,40,2,5,5,0,3,3,2421,2385,21,2,5,4,0,1,3,859,743,116,Tract: 2051.10\nTotal Population: 3766,navigatela/reports/census_tracts_2010.cfm?PK=205110
529,205120,3618,3492,28,37,5,45,0,10,1,2395,2311,17,20,5,35,0,6,1,936,889,47,Tract: 2051.20\nTotal Population: 3618,navigatela/reports/census_tracts_2010.cfm?PK=205120
530,206010,3127,1611,126,106,8,1243,11,10,12,2295,1065,113,71,6,1025,8,1,6,1036,990,46,Tract: 2060.10\nTotal Population: 3127,navigatela/reports/census_tracts_2010.cfm?PK=206010
531,206020,7883,3016,1614,2890,11,285,24,26,17,7867,3013,1609,2886,11,281,24,26,17,271,253,18,Tract: 2060.20\nTotal Population: 7883,navigatela/reports/census_tracts_2010.cfm?PK=206020
532,206031,2957,362,1130,219,20,1169,3,20,34,2793,330,1109,195,18,1092,3,20,26,1940,1663,277,Tract: 2060.31\nTotal Population: 2957,navigatela/reports/census_tracts_2010.cfm?PK=206031
533,206032,5275,4235,107,65,12,829,4,14,9,3750,2841,87,49,11,745,4,6,7,1726,1643,83,Tract: 2060.32\nTotal Population: 5275,navigatela/reports/census_tracts_2010.cfm?PK=206032
534,206050,2146,1701,190,90,2,155,0,4,4,1576,1174,183,63,2,151,0,1,2,812,767,45,Tract: 2060.50\nTotal Population: 2146,navigatela/reports/census_tracts_2010.cfm?PK=206050
535,206200,3386,661,414,878,20,1373,4,5,31,3196,569,397,839,20,1331,4,5,31,2077,1733,344,Tract: 2062.00\nTotal Population: 3386,navigatela/reports/census_tracts_2010.cfm?PK=206200
536,206300,7540,1877,1259,4014,104,179,15,16,76,7209,1748,1204,3877,104,173,14,16,73,2466,2334,132,Tract: 2063.00\nTotal Population: 7540,navigatela/reports/census_tracts_2010.cfm?PK=206300
537,207101,3047,359,334,157,3,2169,1,2,22,2731,286,324,142,3,1957,1,2,16,1592,1442,150,Tract: 2071.01\nTotal Population: 3047,navigatela/reports/census_tracts_2010.cfm?PK=207101
538,207102,2553,605,67,90,7,1776,0,2,6,2078,443,61,80,7,1481,0,1,5,990,948,42,Tract: 2071.02\nTotal Population: 2553,navigatela/reports/census_tracts_2010.cfm?PK=207102
539,207103,2077,217,43,16,4,1795,1,0,1,1733,170,41,15,2,1503,1,0,1,836,777,59,Tract: 2071.03\nTotal Population: 2077,navigatela/reports/census_tracts_2010.cfm?PK=207103
540,207301,4521,942,1684,947,61,785,11,15,76,4403,898,1661,916,59,774,11,12,72,3932,3378,554,Tract: 2073.01\nTotal Population: 4521,navigatela/reports/census_tracts_2010.cfm?PK=207301
541,207302,3791,696,1798,747,56,415,4,23,52,3703,665,1774,734,55,400,4,22,49,3286,2761,525,Tract: 2073.02\nTotal Population: 3791,navigatela/reports/census_tracts_2010.cfm?PK=207302
542,207400,1363,659,281,306,4,102,2,4,5,1358,657,281,303,4,102,2,4,5,32,31,1,Tract: 2074.00\nTotal Population: 1363,navigatela/reports/census_tracts_2010.cfm?PK=207400
543,207501,2218,322,611,182,9,1070,3,6,15,2089,272,605,163,9,1017,3,5,15,1581,1412,169,Tract: 2075.01\nTotal Population: 2218,navigatela/reports/census_tracts_2010.cfm?PK=207501
544,207502,2589,321,514,134,5,1583,6,5,21,2514,296,509,132,5,1547,5,5,15,2043,1872,171,Tract: 2075.02\nTotal Population: 2589,navigatela/reports/census_tracts_2010.cfm?PK=207502
545,207710,2490,385,872,300,7,894,8,7,17,2373,336,860,273,6,868,8,6,16,2376,1653,723,Tract: 2077.10\nTotal Population: 2490,navigatela/reports/census_tracts_2010.cfm?PK=207710
546,207900,4163,999,1159,330,11,1607,10,16,31,3800,795,1130,292,11,1521,10,14,27,2648,2248,400,Tract: 2079.00\nTotal Population: 4163,navigatela/reports/census_tracts_2010.cfm?PK=207900
547,208000,6893,4914,518,326,7,1074,5,29,20,4981,3239,474,241,7,976,4,23,17,2444,2289,155,Tract: 2080.00\nTotal Population: 6893,navigatela/reports/census_tracts_2010.cfm?PK=208000
548,208301,2201,2084,40,8,8,58,0,2,1,1530,1450,17,8,4,49,0,2,0,527,489,38,Tract: 2083.01\nTotal Population: 2201,navigatela/reports/census_tracts_2010.cfm?PK=208301
549,208302,4360,3284,181,335,12,502,4,11,31,3233,2319,161,253,12,456,3,10,19,1547,1438,109,Tract: 2083.02\nTotal Population: 4360,navigatela/reports/census_tracts_2010.cfm?PK=208302
550,208401,3770,2970,131,60,3,591,4,4,7,2754,2080,69,47,1,545,3,2,7,1446,1172,274,Tract: 2084.01\nTotal Population: 3770,navigatela/reports/census_tracts_2010.cfm?PK=208401
551,208402,2775,1991,76,45,9,639,1,2,12,2084,1395,68,42,3,561,1,2,12,821,783,38,Tract: 2084.02\nTotal Population: 2775,navigatela/reports/census_tracts_2010.cfm?PK=208402
552,208501,2656,1180,123,47,8,1259,0,11,28,2075,847,114,39,5,1039,0,4,27,894,840,54,Tract: 2085.01\nTotal Population: 2656,navigatela/reports/census_tracts_2010.cfm?PK=208501
553,208502,3571,2573,185,123,3,641,9,15,22,2649,1825,155,103,3,535,7,3,18,1295,1210,85,Tract: 2085.02\nTotal Population: 3571,navigatela/reports/census_tracts_2010.cfm?PK=208502
554,208610,4195,1979,160,136,12,1853,2,13,40,3307,1428,138,102,11,1592,1,6,29,1490,1390,100,Tract: 2086.10\nTotal Population: 4195,navigatela/reports/census_tracts_2010.cfm?PK=208610
555,208620,4660,2448,193,292,19,1654,5,16,33,3654,1743,176,219,19,1461,5,7,24,1811,1730,81,Tract: 2086.20\nTotal Population: 4660,navigatela/reports/census_tracts_2010.cfm?PK=208620
556,208710,4309,1397,224,243,2,2403,0,7,33,3540,997,210,196,2,2099,0,6,30,2009,1858,151,Tract: 2087.10\nTotal Population: 4309,navigatela/reports/census_tracts_2010.cfm?PK=208710
557,208720,4179,3410,209,124,7,399,2,17,11,3120,2422,198,103,7,368,1,11,10,1593,1476,117,Tract: 2087.20\nTotal Population: 4179,navigatela/reports/census_tracts_2010.cfm?PK=208720
558,208801,2995,1793,205,176,6,781,16,10,8,2352,1286,194,142,6,693,15,8,8,1322,1218,104,Tract: 2088.01\nTotal Population: 2995,navigatela/reports/census_tracts_2010.cfm?PK=208801
559,208802,2906,1737,400,169,12,532,32,15,9,2405,1314,383,153,11,502,24,9,9,1473,1339,134,Tract: 2088.02\nTotal Population: 2906,navigatela/reports/census_tracts_2010.cfm?PK=208802
560,208902,2339,2135,67,17,6,97,3,12,2,1734,1571,43,13,6,96,2,1,2,646,568,78,Tract: 2089.02\nTotal Population: 2339,navigatela/reports/census_tracts_2010.cfm?PK=208902
561,208903,4019,3326,212,285,3,144,4,19,26,3117,2506,187,258,3,127,3,11,22,1353,1160,193,Tract: 2089.03\nTotal Population: 4019,navigatela/reports/census_tracts_2010.cfm?PK=208903
562,208904,3926,3387,175,80,18,253,5,7,1,2935,2487,108,66,13,249,5,6,1,1298,1245,53,Tract: 2089.04\nTotal Population: 3926,navigatela/reports/census_tracts_2010.cfm?PK=208904
563,209102,5267,4026,162,310,13,712,6,19,19,4015,2919,146,252,12,655,5,12,14,2016,1892,124,Tract: 2091.02\nTotal Population: 5267,navigatela/reports/census_tracts_2010.cfm?PK=209102
564,209103,3216,3016,37,102,5,43,0,11,2,2219,2060,28,80,4,40,0,5,2,991,910,81,Tract: 2091.03\nTotal Population: 3216,navigatela/reports/census_tracts_2010.cfm?PK=209103
565,209104,2434,2059,113,120,4,129,1,5,3,1734,1400,108,106,4,107,1,5,3,930,875,55,Tract: 2091.04\nTotal Population: 2434,navigatela/reports/census_tracts_2010.cfm?PK=209104
566,209200,2785,1350,544,170,16,673,3,13,16,2257,934,521,147,12,616,3,11,13,1558,1301,257,Tract: 2092.00\nTotal Population: 2785,navigatela/reports/census_tracts_2010.cfm?PK=209200
567,209300,5021,3384,710,335,20,520,8,12,32,3853,2336,691,275,16,488,8,12,27,2210,1941,269,Tract: 2093.00\nTotal Population: 5021,navigatela/reports/census_tracts_2010.cfm?PK=209300
568,209401,3914,2862,187,183,9,646,0,9,18,2989,2037,160,160,9,605,0,1,17,1467,1333,134,Tract: 2094.01\nTotal Population: 3914,navigatela/reports/census_tracts_2010.cfm?PK=209401
569,209402,3728,3211,176,127,7,196,1,10,0,2777,2359,126,97,5,183,1,6,0,1298,1172,126,Tract: 2094.02\nTotal Population: 3728,navigatela/reports/census_tracts_2010.cfm?PK=209402
570,209403,3600,2541,174,185,4,677,2,11,6,2747,1772,148,169,4,644,2,2,6,1332,1228,104,Tract: 2094.03\nTotal Population: 3600,navigatela/reports/census_tracts_2010.cfm?PK=209403
571,209510,2692,1903,86,101,8,574,1,7,12,2049,1359,75,87,7,505,1,3,12,1065,927,138,Tract: 2095.10\nTotal Population: 2692,navigatela/reports/census_tracts_2010.cfm?PK=209510
572,209520,2791,2340,48,75,7,313,2,3,3,2048,1638,40,62,6,295,2,2,3,1007,926,81,Tract: 2095.20\nTotal Population: 2791,navigatela/reports/census_tracts_2010.cfm?PK=209520
573,209810,2472,1778,183,212,2,280,1,4,12,1946,1276,179,202,2,273,1,1,12,770,688,82,Tract: 2098.10\nTotal Population: 2472,navigatela/reports/census_tracts_2010.cfm?PK=209810
574,209820,2968,2559,59,114,3,193,6,29,5,2121,1793,46,90,3,168,3,16,2,885,807,78,Tract: 2098.20\nTotal Population: 2968,navigatela/reports/census_tracts_2010.cfm?PK=209820
575,210010,3520,2850,87,104,1,458,0,10,10,2501,1910,76,78,1,423,0,4,9,1260,1193,67,Tract: 2100.10\nTotal Population: 3520,navigatela/reports/census_tracts_2010.cfm?PK=210010
576,211000,4431,299,2722,231,13,1123,2,24,17,3384,229,2039,173,11,901,2,14,15,1763,1619,144,Tract: 2110.00\nTotal Population: 4431,navigatela/reports/census_tracts_2010.cfm?PK=211000
577,211120,5194,1433,316,217,6,3170,2,11,39,4366,1038,286,190,6,2810,2,8,26,2640,2419,221,Tract: 2111.20\nTotal Population: 5194,navigatela/reports/census_tracts_2010.cfm?PK=211120
578,211121,2351,1062,205,116,3,922,3,19,21,1928,796,198,108,2,795,2,11,16,1005,922,83,Tract: 2111.21\nTotal Population: 2351,navigatela/reports/census_tracts_2010.cfm?PK=211121
579,211122,3075,1445,310,216,18,1049,5,7,25,2493,1055,296,203,11,902,5,4,17,1370,1273,97,Tract: 2111.22\nTotal Population: 3075,navigatela/reports/census_tracts_2010.cfm?PK=211122
580,211201,2645,1956,198,88,6,375,1,6,15,1993,1394,184,80,5,315,1,4,10,950,876,74,Tract: 2112.01\nTotal Population: 2645,navigatela/reports/census_tracts_2010.cfm?PK=211201
581,211202,2645,1840,206,83,5,471,1,26,13,2055,1359,196,73,5,400,1,11,10,997,925,72,Tract: 2112.02\nTotal Population: 2645,navigatela/reports/census_tracts_2010.cfm?PK=211202
582,211310,3846,2875,252,120,3,555,0,26,15,2881,2065,203,104,3,484,0,8,14,1348,1246,102,Tract: 2113.10\nTotal Population: 3846,navigatela/reports/census_tracts_2010.cfm?PK=211310
583,211320,3184,1930,269,152,5,802,4,10,12,2495,1403,251,137,5,679,2,8,10,1306,1185,121,Tract: 2113.20\nTotal Population: 3184,navigatela/reports/census_tracts_2010.cfm?PK=211320
584,211410,3095,1114,203,105,1,1657,2,2,11,2493,825,184,101,1,1370,1,2,9,1241,1178,63,Tract: 2114.10\nTotal Population: 3095,navigatela/reports/census_tracts_2010.cfm?PK=211410
585,211420,3859,2005,357,145,9,1311,0,15,17,3056,1467,321,133,9,1100,0,9,17,1402,1288,114,Tract: 2114.20\nTotal Population: 3859,navigatela/reports/census_tracts_2010.cfm?PK=211420
586,211500,4355,950,1574,179,10,1595,6,15,26,3481,700,1239,149,10,1346,4,12,21,1868,1757,111,Tract: 2115.00\nTotal Population: 4355,navigatela/reports/census_tracts_2010.cfm?PK=211500
587,211701,2827,290,830,137,1,1546,3,5,15,2222,223,685,118,1,1175,3,4,13,1235,1139,96,Tract: 2117.01\nTotal Population: 2827,navigatela/reports/census_tracts_2010.cfm?PK=211701
588,211703,4750,1832,381,248,10,2219,3,30,27,3757,1357,360,221,10,1762,3,24,20,2113,1954,159,Tract: 2117.03\nTotal Population: 4750,navigatela/reports/census_tracts_2010.cfm?PK=211703
589,211704,3016,616,428,173,7,1760,4,7,21,2643,479,407,164,6,1559,4,7,17,1798,1626,172,Tract: 2117.04\nTotal Population: 3016,navigatela/reports/census_tracts_2010.cfm?PK=211704
590,211802,4192,1494,415,280,10,1932,8,13,40,3522,1137,393,248,8,1682,8,9,37,2361,1990,371,Tract: 2118.02\nTotal Population: 4192,navigatela/reports/census_tracts_2010.cfm?PK=211802
591,211803,3529,589,188,250,1,2467,2,10,22,2928,431,176,210,1,2084,2,8,16,1727,1602,125,Tract: 2118.03\nTotal Population: 3529,navigatela/reports/census_tracts_2010.cfm?PK=211803
592,211804,3221,754,193,141,0,2105,3,5,20,2648,542,169,110,0,1801,3,3,20,1434,1355,79,Tract: 2118.04\nTotal Population: 3221,navigatela/reports/census_tracts_2010.cfm?PK=211804
593,211910,4657,2859,345,280,13,1093,8,40,19,3547,1983,315,242,8,949,8,28,14,1900,1771,129,Tract: 2119.10\nTotal Population: 4657,navigatela/reports/census_tracts_2010.cfm?PK=211910
594,211921,2474,1094,115,108,4,1134,1,6,12,1997,814,109,94,3,960,1,6,10,1109,1045,64,Tract: 2119.21\nTotal Population: 2474,navigatela/reports/census_tracts_2010.cfm?PK=211921
595,211922,3389,1803,181,194,8,1173,3,10,17,2670,1281,167,165,8,1020,3,10,16,1433,1293,140,Tract: 2119.22\nTotal Population: 3389,navigatela/reports/census_tracts_2010.cfm?PK=211922
596,212101,2507,740,232,168,10,1336,2,4,15,2155,556,225,148,10,1199,2,4,11,1283,1212,71,Tract: 2121.01\nTotal Population: 2507,navigatela/reports/census_tracts_2010.cfm?PK=212101
597,212102,2446,713,324,211,6,1142,0,18,32,2118,540,317,161,6,1055,0,12,27,1387,1295,92,Tract: 2121.02\nTotal Population: 2446,navigatela/reports/census_tracts_2010.cfm?PK=212102
598,212202,3612,2869,83,73,8,565,0,11,3,2651,2011,77,59,7,489,0,6,2,1247,1135,112,Tract: 2122.02\nTotal Population: 3612,navigatela/reports/census_tracts_2010.cfm?PK=212202
599,212203,2679,2078,54,71,2,462,0,2,10,2106,1537,45,62,2,450,0,1,9,1122,1048,74,Tract: 2122.03\nTotal Population: 2679,navigatela/reports/census_tracts_2010.cfm?PK=212203
600,212204,3344,2519,150,135,2,522,2,7,7,2510,1811,125,99,2,466,0,1,6,1296,1204,92,Tract: 2122.04\nTotal Population: 3344,navigatela/reports/census_tracts_2010.cfm?PK=212204
601,212303,3326,2310,219,185,8,579,2,8,15,2542,1623,208,160,5,527,1,5,13,1325,1243,82,Tract: 2123.03\nTotal Population: 3326,navigatela/reports/census_tracts_2010.cfm?PK=212303
602,212304,1804,1225,181,87,11,289,0,8,3,1438,893,177,80,11,266,0,8,3,890,787,103,Tract: 2123.04\nTotal Population: 1804,navigatela/reports/census_tracts_2010.cfm?PK=212304
603,212305,2865,2134,99,106,6,497,0,12,11,2132,1481,93,92,6,443,0,7,10,1050,960,90,Tract: 2123.05\nTotal Population: 2865,navigatela/reports/census_tracts_2010.cfm?PK=212305
604,212306,3052,1481,118,43,2,1393,1,6,8,2420,1041,101,39,2,1226,1,2,8,1263,1096,167,Tract: 2123.06\nTotal Population: 3052,navigatela/reports/census_tracts_2010.cfm?PK=212306
605,212410,3903,1867,250,135,3,1621,2,9,16,3112,1325,243,110,3,1409,2,7,13,1774,1541,233,Tract: 2124.10\nTotal Population: 3903,navigatela/reports/census_tracts_2010.cfm?PK=212410
606,212420,3228,1791,173,135,2,1106,1,10,10,2520,1260,164,121,2,957,1,6,9,1268,1165,103,Tract: 2124.20\nTotal Population: 3228,navigatela/reports/census_tracts_2010.cfm?PK=212420
607,212501,2165,1170,283,140,1,557,0,4,10,1737,846,270,127,1,479,0,4,10,1010,953,57,Tract: 2125.01\nTotal Population: 2165,navigatela/reports/census_tracts_2010.cfm?PK=212501
608,212502,2767,976,243,148,8,1370,2,3,17,2356,733,236,129,8,1231,2,3,14,1347,1235,112,Tract: 2125.02\nTotal Population: 2767,navigatela/reports/census_tracts_2010.cfm?PK=212502
609,212610,4074,1345,330,212,7,2137,0,18,25,3366,989,309,187,6,1844,0,13,18,1862,1753,109,Tract: 2126.10\nTotal Population: 4074,navigatela/reports/census_tracts_2010.cfm?PK=212610
610,212620,4341,1844,248,185,10,2023,0,13,18,3425,1320,225,160,8,1692,0,8,12,1841,1732,109,Tract: 2126.20\nTotal Population: 4341,navigatela/reports/census_tracts_2010.cfm?PK=212620
611,212701,2430,718,194,141,2,1361,1,3,10,1989,522,177,108,2,1168,1,3,8,833,781,52,Tract: 2127.01\nTotal Population: 2430,navigatela/reports/census_tracts_2010.cfm?PK=212701
612,212702,3635,593,840,340,7,1822,3,8,22,3056,451,724,301,7,1553,3,4,13,1522,1401,121,Tract: 2127.02\nTotal Population: 3635,navigatela/reports/census_tracts_2010.cfm?PK=212702
613,212800,4273,2271,344,394,3,1220,0,19,22,3323,1621,299,314,3,1056,0,13,17,1462,1365,97,Tract: 2128.00\nTotal Population: 4273,navigatela/reports/census_tracts_2010.cfm?PK=212800
614,212900,4074,2212,251,488,0,1067,0,18,38,3163,1583,220,400,0,916,0,13,31,1535,1459,76,Tract: 2129.00\nTotal Population: 4074,navigatela/reports/census_tracts_2010.cfm?PK=212900
615,213100,2721,864,179,334,1,1309,1,11,22,2179,598,143,298,1,1113,1,8,17,988,926,62,Tract: 2131.00\nTotal Population: 2721,navigatela/reports/census_tracts_2010.cfm?PK=213100
616,213201,4198,2116,112,129,7,1812,1,8,13,3214,1430,100,102,5,1560,1,7,9,1627,1527,100,Tract: 2132.01\nTotal Population: 4198,navigatela/reports/census_tracts_2010.cfm?PK=213201
617,213202,3873,2457,61,140,2,1199,0,4,10,2950,1734,48,125,1,1029,0,3,10,1367,1245,122,Tract: 2132.02\nTotal Population: 3873,navigatela/reports/census_tracts_2010.cfm?PK=213202
618,213310,3477,2334,52,44,0,1019,13,4,11,2644,1646,43,36,0,899,7,4,9,1192,1072,120,Tract: 2133.10\nTotal Population: 3477,navigatela/reports/census_tracts_2010.cfm?PK=213310
619,213320,2481,1588,47,80,2,740,2,16,6,2042,1219,42,68,2,692,2,11,6,1059,960,99,Tract: 2133.20\nTotal Population: 2481,navigatela/reports/census_tracts_2010.cfm?PK=213320
620,213401,4951,3795,80,53,7,996,2,8,10,3692,2657,63,48,6,907,2,4,5,1709,1558,151,Tract: 2134.01\nTotal Population: 4951,navigatela/reports/census_tracts_2010.cfm?PK=213401
621,213402,4645,3427,188,113,12,883,0,12,10,3492,2440,148,94,11,785,0,5,9,1675,1531,144,Tract: 2134.02\nTotal Population: 4645,navigatela/reports/census_tracts_2010.cfm?PK=213402
