,Geo_FIPS,Geo_TRACT,r_concentrated_disadvantage,r_commute_time,r_median_household_income,a_total_population,a_pop_below_18,a_pop_between_18_34,a_pop_between_34_65,a_pop_over_65,a_occupied_households,a_family_households,a_nonfamily_households,r_average_household_size,r_population_density,a_householder_less_than_high_school,a_householder_high_school_degree,a_householder_some_college,a_householder_bachelors_degree,a_older_than_3_in_school,a_older_than_3_not_in_school,a_not_high_school_grad,a_high_school_grad,a_employed,a_unemployed,a_not_in_labor_force,r_median_house_value,a_30_49_percet_income_to_rent,a_over_50_percent_income_to_rent,a_commuters_by_car_truck_van,a_commuters_by_car_truck_van_alone,a_commuters_by_car_truck_van_carpool,a_children_living_with_single_parents,a_private_sector,a_public_sector,a_self_employed,a_private_non-profit,a_unpaid_family_workers,a_households_social_security_income,a_households_SsI,a_households_retirement_income,a_housing_units,a_vacant_units,a_total_cars
104,06037115103,115103,1.5204320927611223,18.0,41818.0,3393,76,3200,106,11,30,12,18,4.0,5786.5830000000005,0,4,14,12,3332,61,0,1790,1187,398,1808,,4,18,464,430,34,0,715,715,715,715,715,8,0,4,42,12,96
105,06037115104,115104,0.344980400363999,28.0,51094.0,4752,581,2409,1202,560,1888,846,1042,2.49,12064.27,75,219,917,677,2464,2288,0,375,2637,223,1367,501700.0,323,576,1899,1799,100,118,1714,1714,1714,1714,1714,327,59,163,2122,234,4820
106,06037115201,115201,-0.251629561451947,25.0,63768.0,6909,841,2933,2405,730,2723,1412,1311,2.51,13092.38,121,393,946,1263,2379,4347,0,307,3712,189,2182,592900.0,458,576,2868,2572,296,292,2595,2595,2595,2595,2595,375,158,181,2894,171,6948
107,06037115202,115202,-0.41389092868473804,31.0,61202.0,5328,858,1917,2021,532,1931,1046,885,2.75,7942.064,92,283,738,818,1830,3367,0,167,3229,79,1198,515900.0,279,380,2755,2546,209,251,1995,1995,1995,1995,1995,298,65,205,1955,24,5480
108,06037115301,115301,-0.6909093486054918,31.0,94615.0,4600,958,654,2006,982,1664,1057,607,2.72,7346.191999999999,96,242,603,723,1079,3339,0,243,2178,103,1517,577500.0,58,200,1765,1598,167,122,1301,1301,1301,1301,1301,595,157,267,1776,112,4770
109,06037115302,115302,0.18951434441745935,29.0,46544.0,4132,1086,1211,1482,353,1054,848,206,3.9,12847.6,309,218,254,273,1315,2654,31,307,1958,78,1144,529300.0,176,271,1458,1279,179,307,1410,1410,1410,1410,1410,190,66,68,1084,30,2785
110,06037115401,115401,-0.6110583426372481,31.0,61483.0,6219,1597,1358,2647,617,1923,1501,422,3.23,8454.475,226,433,679,585,1884,4107,0,353,3061,112,1594,705800.0,301,377,2563,2260,303,516,1979,1979,1979,1979,1979,403,164,164,2067,144,5302
111,06037115403,115403,-0.3218756312536114,34.0,52500.0,3722,945,1026,1406,345,1036,832,204,3.58,13698.09,245,181,272,338,1215,2319,10,140,1748,75,998,542400.0,284,202,1380,1194,186,222,1134,1134,1134,1134,1134,171,42,156,1079,43,3006
112,06037115404,115404,-0.43555586269749413,26.0,63659.0,2926,573,895,1084,374,836,631,205,3.39,8005.840999999999,105,212,342,177,719,2064,0,86,1436,51,906,544900.0,123,117,1057,965,92,189,917,917,917,917,917,248,80,119,888,52,2327
113,06037117101,117101,-0.07894836328582125,31.0,79005.0,5115,1118,1382,2266,349,1419,1058,361,3.6,17164.51,256,257,283,623,1657,3262,66,412,2639,215,1393,411200.0,82,118,2267,1852,415,174,1799,1799,1799,1799,1799,252,88,37,1433,14,4067
114,06037117102,117102,-0.5358180712229319,33.0,62643.0,2839,646,732,1130,331,820,603,217,3.45,7120.264,165,182,275,198,695,2049,0,75,1415,61,746,448600.0,83,113,1264,1141,123,102,872,872,872,872,872,227,54,113,837,17,2337
115,06037117201,117201,-0.03321839736943778,28.0,55750.0,4785,1433,1182,1549,621,1197,972,225,3.89,15654.7,243,328,354,272,1607,2980,4,326,1821,142,1541,515400.0,220,235,1508,1376,132,346,1334,1334,1334,1334,1334,306,142,68,1273,76,3110
116,06037117202,117202,-0.8610640802876134,35.0,79464.0,2577,552,539,929,557,769,581,188,3.27,3679.64,28,123,293,325,551,1826,0,94,1129,59,888,528400.0,35,37,985,884,101,42,778,778,778,778,778,291,41,197,802,33,2306
117,06037117301,117301,-0.19048982915412013,37.0,95391.0,4005,774,880,1731,620,1244,948,296,3.2,7788.014,61,158,426,599,916,2877,0,115,2102,167,1013,537100.0,57,66,1808,1662,146,92,1282,1282,1282,1282,1282,407,62,222,1261,17,4045
118,06037117302,117302,-0.12045155594583243,34.0,95303.0,5335,1239,943,2217,936,1712,1330,382,3.09,6734.2880000000005,213,306,376,817,1504,3734,0,166,2511,170,1561,566800.0,120,105,2087,1864,223,168,1562,1562,1562,1562,1562,544,49,381,1790,78,4931
119,06037117303,117303,-0.6883462918767774,35.0,81517.0,3578,752,740,1513,573,1030,803,227,3.37,5146.622,96,259,356,319,1120,2399,2,130,1761,99,1053,488100.0,34,60,1465,1372,93,43,1218,1218,1218,1218,1218,318,19,159,1057,27,3117
120,06037117404,117404,0.2768284471572397,31.0,85448.0,4729,904,1240,2100,485,1347,982,365,3.44,6936.844,187,347,366,447,1127,3519,0,227,2438,264,1212,519800.0,60,190,2058,1773,285,131,1775,1775,1775,1775,1775,335,74,257,1369,22,4107
121,06037117405,117405,1.003798790610166,27.0,36582.0,3723,1189,1284,1164,86,856,704,152,4.34,47774.54,450,212,134,60,1155,2353,0,301,1661,136,852,192000.0,275,215,1300,1233,67,487,1213,1213,1213,1213,1213,96,10,17,893,37,2027
122,06037117407,117407,0.6273930225858577,33.0,28512.0,4064,1526,1057,1368,113,972,812,160,4.18,53072.24,544,259,116,53,1443,2409,20,192,1583,134,942,,238,411,1026,870,156,491,1078,1078,1078,1078,1078,104,113,50,988,16,2180
123,06037117408,117408,1.6606307928269275,31.0,34630.0,3333,1147,872,1172,142,858,667,191,3.88,22927.37,300,254,233,71,1106,1932,12,241,1445,209,645,372400.0,194,333,1090,934,156,578,1059,1059,1059,1059,1059,103,49,62,879,21,1994
124,06037117510,117510,1.0189198047597177,36.0,42432.0,4340,1670,1210,1248,212,1006,825,181,4.31,34001.07,385,299,243,79,1528,2459,35,254,1774,90,961,351300.0,237,376,1368,1133,235,514,1381,1381,1381,1381,1381,123,34,70,1078,72,2550
125,06037117520,117520,1.150171585405374,31.0,37375.0,4133,1250,1333,1350,200,1053,820,233,3.85,33275.89,466,258,247,82,1334,2533,38,311,1877,252,912,325000.0,192,391,1472,1226,246,307,1413,1413,1413,1413,1413,113,53,23,1063,10,2606
126,06037117530,117530,1.0520599346217858,38.0,51875.0,6864,2005,2297,2123,439,1622,1240,382,4.23,32646.79,563,513,324,222,2262,4162,0,535,3423,376,1338,300600.0,358,406,2852,2414,438,643,2699,2699,2699,2699,2699,322,137,99,1637,15,4523
127,06037119001,119001,-0.6005115652631642,36.0,76932.0,4329,1037,1169,1584,539,959,847,112,4.5,11028.02,336,243,238,142,1287,2911,21,281,2146,120,1162,422000.0,41,85,1807,1607,200,198,1644,1644,1644,1644,1644,279,49,120,984,25,3223
128,06037119002,119002,-0.41298524777702944,31.0,79846.0,8052,1853,2389,2884,926,1675,1389,286,4.8,12377.9,708,455,281,231,2174,5720,9,404,4155,285,1947,426400.0,50,155,3547,2975,572,273,2896,2896,2896,2896,2896,506,195,213,1694,19,4980
129,06037119201,119201,0.044073278829177165,30.0,74012.0,4289,1086,1272,1468,463,894,770,124,4.78,11725.64,332,154,279,129,1136,2955,7,163,1991,89,1221,423400.0,44,103,1722,1474,248,66,1359,1359,1359,1359,1359,304,91,125,908,14,2734
130,06037119202,119202,-0.5421318264633106,30.0,64196.0,4723,1063,1316,1780,564,1054,885,169,4.46,12753.67,355,234,371,94,1210,3275,33,323,2284,126,1438,385300.0,89,106,2036,1721,315,152,1629,1629,1629,1629,1629,296,159,90,1054,0,3253
131,06037119310,119310,0.29727739761171523,34.0,47049.0,4085,837,988,1699,561,1202,815,387,3.27,24888.21,314,279,434,175,917,3057,0,364,2057,212,1144,285700.0,276,218,1788,1602,186,273,1636,1636,1636,1636,1636,287,112,94,1225,23,3245
132,06037119320,119320,0.41432304541217246,34.0,63375.0,4761,1288,1469,1673,331,1201,997,204,3.96,25349.44,418,309,235,239,1593,2983,0,342,2501,257,907,341400.0,184,298,2179,1930,249,632,1781,1781,1781,1781,1781,182,19,82,1201,0,3277
133,06037119340,119340,1.314600944640016,33.0,29891.0,4032,1446,1216,1245,125,997,880,117,4.04,85492.57,535,228,177,57,1151,2570,0,167,1801,215,650,,261,429,1185,963,222,590,1315,1315,1315,1315,1315,74,45,8,1043,46,2229
134,06037119341,119341,-0.1863077578986755,35.0,47778.0,2877,528,797,1110,442,806,621,185,3.57,22831.41,262,212,106,226,716,2103,0,219,1426,144,867,365600.0,217,116,1154,991,163,98,1032,1032,1032,1032,1032,263,118,64,831,25,2328
135,06037119342,119342,0.6349864077819687,34.0,52083.0,3092,898,857,1137,200,765,651,114,4.04,36550.8,166,210,209,180,935,1984,0,192,1508,187,624,263500.0,199,141,1224,994,230,211,1100,1100,1100,1100,1100,99,14,27,773,8,2226
136,06037119400,119400,-0.14086367174464565,31.0,81711.0,5426,1129,1523,2205,569,1148,988,160,4.7,12578.01,464,274,257,153,1448,3858,39,225,2636,220,1595,419100.0,38,111,2328,1995,333,271,1900,1900,1900,1900,1900,369,242,158,1176,28,3772
137,06037119700,119700,-0.9481557902928843,29.0,79986.0,5076,1114,1033,2197,732,1315,1190,125,3.83,10201.8,207,311,399,398,1435,3454,0,299,2626,121,1369,495100.0,32,101,2322,1916,406,196,1914,1914,1914,1914,1914,347,91,77,1336,21,4063
138,06037119800,119800,-0.6707320278928619,31.0,74906.0,6130,1169,1975,2334,652,1476,1265,211,4.14,12843.86,497,355,264,360,1874,4176,8,488,3238,217,1763,425900.0,89,141,2967,2597,370,94,2460,2460,2460,2460,2460,360,86,177,1513,37,4503
139,06037119900,119900,-0.4886791775666762,31.0,74183.0,4998,1093,1254,2033,618,1183,995,188,4.19,12302.5,248,267,316,352,1357,3455,32,264,2547,185,1315,401400.0,33,50,2150,1896,254,99,1865,1865,1865,1865,1865,326,82,184,1255,72,3775
140,06037120010,120010,0.196354359178036,34.0,50500.0,2701,642,801,1009,249,730,624,106,3.7,12627.77,207,155,212,156,639,1922,47,136,1363,137,647,407600.0,113,161,1145,1015,130,164,909,909,909,909,909,133,17,97,740,10,2139
141,06037120020,120020,0.5909926535872673,26.0,32551.0,3853,888,1069,1565,331,1138,919,219,3.39,18562.79,376,258,325,179,891,2869,19,170,1854,179,971,420300.0,228,342,1267,1029,238,329,1218,1218,1218,1218,1218,169,125,96,1156,18,2795
142,06037120030,120030,0.7339127267577124,29.0,27162.0,2683,775,690,975,243,740,608,132,3.63,19376.94,413,174,120,33,808,1778,0,144,1169,71,772,417300.0,138,289,740,572,168,290,912,912,912,912,912,155,43,60,765,25,1608
143,06037120103,120103,1.1241249273021319,30.0,28073.0,3399,1215,944,1104,136,841,738,103,4.04,63575.54,416,246,92,87,1112,2123,9,171,1360,215,714,255000.0,182,417,849,626,223,418,987,987,987,987,987,90,37,43,896,55,1812
144,06037120104,120104,0.09043166215673737,34.0,36375.0,2236,514,695,851,176,790,454,336,2.83,12759.12,178,196,226,190,502,1631,0,93,1166,44,570,373300.0,207,295,769,703,66,98,869,869,869,869,869,147,93,73,800,10,1666
145,06037120105,120105,0.3878202183439238,33.0,32202.0,2872,766,563,1101,442,881,611,270,3.26,13501.91,326,205,233,117,858,1944,12,177,1181,137,879,422900.0,176,232,972,821,151,242,835,835,835,835,835,250,128,46,906,25,2141
146,06037120106,120106,0.9150362443405735,37.0,31897.0,4663,1551,1176,1659,277,1167,1005,162,3.91,58661.79,721,203,160,83,1532,2909,0,420,1914,315,1066,,344,365,1340,1099,241,404,1372,1372,1372,1372,1372,93,19,80,1240,73,2547
147,06037120107,120107,1.2816182331157617,32.0,27986.0,3703,1389,853,1319,142,1058,826,232,3.5,47374.48,491,332,149,86,1127,2387,10,202,1490,196,733,331300.0,243,496,1010,824,186,638,1006,1006,1006,1006,1006,119,49,24,1095,37,2337
148,06037120108,120108,0.8236943981611631,32.0,36707.0,4754,1205,1274,1874,401,1340,964,376,3.55,32708.19,554,314,227,245,1241,3382,23,281,2308,267,1123,265100.0,281,326,1901,1610,291,532,1598,1598,1598,1598,1598,200,65,75,1405,65,3235
149,06037120300,120300,-0.32805322711050205,31.0,67241.0,5190,992,1358,2215,625,1341,1156,185,3.87,7821.231,336,379,309,317,1213,3874,21,186,2590,213,1452,396600.0,73,122,2283,2086,197,218,1973,1973,1973,1973,1973,460,164,140,1473,132,3937
150,06037120400,120400,0.16373107965723752,27.0,51554.0,6664,1339,1919,2592,814,2125,1604,521,3.12,16193.74,409,526,791,399,1453,4930,0,354,3363,388,1684,398500.0,460,481,2976,2693,283,253,2549,2549,2549,2549,2549,496,263,249,2149,24,5562
151,06037121010,121010,-0.01516712904306261,35.0,64135.0,4901,1064,1318,1830,689,1274,1001,273,3.84,6577.593000000001,378,167,291,438,1303,3397,0,311,2326,65,1571,454000.0,60,175,2182,1826,356,147,1496,1496,1496,1496,1496,348,160,227,1337,63,3749
152,06037121020,121020,-0.2035696557564779,31.0,50685.0,3617,723,1120,1469,305,1075,799,276,3.35,11361.7,294,113,434,234,973,2541,2,230,1853,162,1010,483100.0,178,140,1458,1318,140,149,1334,1334,1334,1334,1334,243,24,78,1116,41,3220
153,06037121101,121101,0.5489020367393266,30.0,50833.0,2900,683,848,1175,194,922,621,301,3.15,15904.57,262,222,207,231,690,2081,5,135,1503,129,669,407100.0,111,154,1253,1082,171,153,1105,1105,1105,1105,1105,164,45,63,1015,93,2498
154,06037121102,121102,-0.35684242943530275,29.0,46628.0,2724,575,602,1105,442,816,538,278,3.32,946.0164,236,151,277,152,704,1956,0,146,1330,29,838,485800.0,37,118,1068,861,207,40,770,770,770,770,770,227,69,115,833,17,2413
155,06037121210,121210,-0.2639047138249877,33.0,62109.0,3066,617,710,1176,563,785,579,206,3.73,3975.6890000000003,279,170,192,144,706,2292,22,91,1362,92,1049,411200.0,96,71,1190,1008,182,117,908,908,908,908,908,317,46,127,818,33,2227
156,06037121221,121221,-0.13552407580706066,28.0,60278.0,2402,481,701,949,271,528,446,82,4.55,12337.02,210,133,60,125,613,1695,3,68,1148,86,725,412900.0,23,61,1039,787,252,73,850,850,850,850,850,181,54,54,567,39,1607
157,06037121222,121222,-0.018108109003918328,30.0,48883.0,5378,1646,1630,1757,345,1223,1027,196,4.39,10434.33,519,372,233,99,1582,3444,0,345,2292,184,1475,453000.0,193,328,1760,1443,317,464,1723,1723,1723,1723,1723,178,70,73,1282,59,3429
158,06037121600,121600,-0.7509944750421589,36.0,78750.0,2542,346,595,1164,437,821,610,211,3.04,5777.753000000001,59,138,345,279,546,1926,0,119,1259,54,946,487600.0,10,88,1132,1030,102,65,821,821,821,821,821,283,114,145,868,47,2533
159,06037121801,121801,0.6162032258299023,33.0,34628.0,2999,628,798,1245,328,1122,654,468,2.67,15992.52,298,267,289,268,847,2129,0,180,1364,133,974,372500.0,213,325,1114,914,200,252,937,937,937,937,937,154,58,52,1232,110,2738
160,06037121802,121802,-0.6801332058183708,34.0,64293.0,3249,699,881,1284,385,715,547,168,3.87,8851.293,158,204,238,115,749,2368,4,179,1221,88,1346,434700.0,18,75,1031,878,153,158,875,875,875,875,875,237,69,102,748,33,2300
161,06037121900,121900,0.7557738727346808,30.0,52708.0,3657,679,1144,1373,461,957,714,243,3.8,5612.741999999999,456,239,163,99,997,2584,12,148,1730,73,1261,430600.0,68,199,1479,1344,135,94,1222,1222,1222,1222,1222,276,179,59,1102,145,2702
162,06037122000,122000,-0.27339478716763266,28.0,72715.0,6287,1168,1735,2475,909,1555,1194,361,4.01,5654.375,484,156,507,408,1580,4631,23,323,2958,267,2048,488100.0,172,178,2657,2513,144,81,2031,2031,2031,2031,2031,586,189,204,1577,22,4400
163,06037122120,122120,0.22458538252761692,27.0,54722.0,4616,1101,1330,1724,461,1070,945,125,4.29,16608.76,417,310,225,118,1344,3186,3,222,2073,177,1362,419200.0,113,225,1910,1653,257,242,1394,1394,1394,1394,1394,300,146,158,1137,67,3332
164,06037122121,122121,0.06442080270004802,28.0,49318.0,2593,484,777,994,338,700,589,111,3.7,16302.16,241,151,214,94,686,1846,2,128,1266,65,822,434800.0,148,114,1069,982,87,116,950,950,950,950,950,249,83,72,740,40,2088
165,06037122122,122122,-0.09376770612439762,26.0,40156.0,2652,736,782,908,226,593,481,112,4.47,6751.974,305,112,117,59,747,1761,10,151,1091,65,832,404500.0,175,157,799,687,112,151,830,830,830,830,830,160,83,62,627,34,1585
166,06037122200,122200,-0.03770541910947364,30.0,58818.0,3739,974,914,1516,335,895,746,149,4.17,5680.265,396,188,195,116,1178,2461,0,309,1681,111,1107,425400.0,131,186,1489,1209,280,217,1323,1323,1323,1323,1323,193,44,79,960,65,2713
167,06037122410,122410,1.0214529322352033,31.0,31397.0,3588,899,1122,1208,359,1099,728,371,3.15,13144.12,462,225,231,181,1023,2434,21,197,1361,172,1246,401400.0,206,421,1174,992,182,445,983,983,983,983,983,223,48,84,1168,69,2665
168,06037122420,122420,0.07356750698592353,30.0,42000.0,4381,1008,1213,1874,286,1380,967,413,3.16,13152.33,508,360,300,212,1342,2984,0,384,2186,156,1318,457700.0,299,341,1760,1531,229,337,1686,1686,1686,1686,1686,179,167,21,1380,0,3589
169,06037123010,123010,0.2146812127825626,34.0,32768.0,3959,1122,1051,1395,391,1057,836,221,3.75,10093.79,441,302,207,107,1329,2518,8,268,1658,81,1270,435300.0,134,406,1267,1044,223,353,1116,1116,1116,1116,1116,219,90,39,1081,24,2841
170,06037123020,123020,0.07382852024644523,32.0,51042.0,3343,785,971,1253,334,826,667,159,4.05,15306.98,361,126,230,109,944,2244,2,188,1600,111,955,384700.0,23,210,1369,1216,153,401,1070,1070,1070,1070,1070,222,100,136,826,0,2387
171,06037123103,123103,0.6584978392660892,29.0,45000.0,3883,903,1088,1417,475,1550,983,567,2.51,11162.44,341,323,403,483,958,2855,0,143,2046,102,938,427400.0,331,428,1705,1589,116,360,1531,1531,1531,1531,1531,248,143,84,1609,59,3807
172,06037123104,123104,-0.01862861463568976,25.0,43012.0,4537,1155,1080,1727,575,1557,1033,524,2.81,15032.47,310,414,399,434,1139,3187,0,163,2139,139,1237,534800.0,323,419,1762,1612,150,421,1738,1738,1738,1738,1738,347,114,183,1661,104,3966
173,06037123203,123203,0.42298963140616136,28.0,39454.0,3880,1066,1123,1456,235,1137,805,332,3.41,17216.03,418,198,404,117,1226,2544,0,244,1643,143,1201,568300.0,300,337,1300,1210,90,342,1276,1276,1276,1276,1276,191,160,37,1179,42,2782
174,06037123204,123204,0.1587292163533448,30.0,39970.0,3004,652,984,1204,164,1015,605,410,2.96,23998.09,310,183,367,155,840,2072,8,207,1467,149,781,448900.0,211,269,1187,1109,78,126,1106,1106,1106,1106,1106,108,130,47,1092,77,2507
175,06037123205,123205,-0.023724962481661782,30.0,46295.0,2615,604,781,1048,182,759,571,188,3.45,8938.254,292,171,185,111,698,1859,0,89,1272,35,735,483300.0,120,249,1058,899,159,205,830,830,830,830,830,115,98,32,784,25,1988
176,06037123206,123206,0.2419010358370089,31.0,34458.0,2638,579,700,1136,223,869,563,306,3.04,11333.5,397,177,208,87,732,1848,5,126,1314,82,713,413100.0,200,256,997,933,64,178,991,991,991,991,991,139,106,33,908,39,2141
177,06037123301,123301,0.2903482846329856,35.0,60144.0,4356,622,1538,1663,533,1473,869,604,2.96,8655.235999999999,281,271,435,486,1001,3227,0,151,2552,206,1003,435000.0,170,373,2106,1887,219,140,1957,1957,1957,1957,1957,289,109,98,1604,131,3915
178,06037123303,123303,0.7511465791324092,31.0,40700.0,2987,535,895,1117,440,934,688,246,3.2,12213.84,198,234,301,201,729,2171,8,183,1373,176,1015,468300.0,198,287,1141,1017,124,159,1008,1008,1008,1008,1008,245,72,88,962,28,2540
179,06037123304,123304,0.6613528780403473,30.0,37935.0,4348,1017,984,1554,793,1668,1077,591,2.61,12810.24,225,294,636,513,1379,2882,8,238,1770,205,1510,544500.0,443,534,1494,1358,136,394,1251,1251,1251,1251,1251,425,235,194,1762,94,3951
180,06037123410,123410,0.15142417656803941,30.0,52500.0,4249,895,1170,1698,486,1250,977,273,3.32,22517.49,307,326,358,259,1077,2983,0,289,1994,147,1363,486000.0,187,351,1610,1407,203,264,1240,1240,1240,1240,1240,211,204,106,1322,72,3211
181,06037123420,123420,0.3931168246700223,30.0,43290.0,4359,1007,1154,1731,467,1399,1011,388,3.1,14500.13,353,311,458,277,1312,2892,0,256,2134,129,1212,505500.0,252,486,1862,1758,104,440,1546,1546,1546,1546,1546,240,153,51,1480,81,3642
182,06037123510,123510,0.6360916662885698,34.0,47292.0,4913,989,1321,1920,683,1619,1079,540,2.97,16141.59,370,264,622,363,1300,3520,0,313,2416,207,1497,551400.0,343,319,2079,1762,317,291,1676,1676,1676,1676,1676,363,188,124,1700,81,4223
183,06037123520,123520,0.22880834814828802,32.0,53098.0,2888,737,821,1055,275,874,671,203,3.3,14896.31,166,208,203,297,812,1949,0,172,1326,160,744,590600.0,205,129,1035,900,135,169,946,946,946,946,946,189,81,124,893,19,2270
184,06037123601,123601,0.18886758117236058,31.0,54283.0,4741,778,1156,2030,777,1885,1065,820,2.45,8163.090999999999,365,330,556,634,986,3613,32,99,2513,212,1284,559100.0,343,373,1961,1801,160,135,1748,1748,1748,1748,1748,436,109,136,1907,22,4597
185,06037123602,123602,-0.15377264563405604,35.0,55641.0,3664,587,886,1610,581,1364,845,519,2.69,10228.72,177,191,446,550,799,2744,0,257,2073,110,1045,703700.0,310,306,1581,1359,222,69,1363,1363,1363,1363,1363,394,67,163,1364,0,3590
186,06037123700,123700,-0.49259564773762354,31.0,66726.0,4338,838,876,1929,695,1423,832,591,3.04,11797.42,240,325,404,454,1131,3128,27,269,2141,104,1466,589500.0,145,220,1764,1603,161,31,1290,1290,1290,1290,1290,490,196,123,1586,163,3732
187,06037123800,123800,-0.03987771406870816,34.0,63333.0,6150,1080,1624,2667,779,2364,1399,965,2.59,12347.23,226,335,963,840,1511,4528,0,187,3225,141,1819,693300.0,315,361,2642,2262,380,327,2138,2138,2138,2138,2138,518,216,243,2491,127,6237
188,06037123901,123901,-0.05750415605355159,33.0,50132.0,4374,1087,1006,1879,402,1482,1062,420,2.94,8773.731,366,319,337,460,1023,3152,87,304,2100,169,1227,548400.0,232,404,1606,1382,224,123,1350,1350,1350,1350,1350,312,196,128,1560,78,3856
189,06037123902,123902,0.16391792917861733,33.0,65977.0,2499,423,548,1187,341,1083,578,505,2.31,9741.516,37,165,399,482,491,1921,0,52,1444,133,527,632100.0,253,138,1156,1089,67,115,865,865,865,865,865,228,23,79,1159,76,2799
